P_Pa,T_K,rho_kg_m3,u_m_s,M,a_m_s,A_m2,A_over_Astar,Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_AR
1.275685012437330931e+07,3.430204453224354438e+03,6.268879508818897328e+00,1.376881389659638216e+03,8.864280377446278614e-01,1.553291785718882693e+03,5.442293587140462074e-02,1.012550297569797531e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
1.249875607175432332e+07,3.419241739984051492e+03,6.161741316052091300e+00,1.406717848431027051e+03,9.070443623502751906e-01,1.550880978727468118e+03,5.419484259607337123e-02,1.008306573667139272e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
1.224588372663741186e+07,3.408308496482269220e+03,6.056444058249637941e+00,1.435842035269268536e+03,9.272632002241386617e-01,1.548473006285805241e+03,5.401868965640881093e-02,1.005029210757196312e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
1.199812744447571225e+07,3.397404637538317274e+03,5.952955981510348771e+00,1.464296694759086904e+03,9.471102331388761009e-01,1.546067863617280864e+03,5.388981162166388283e-02,1.002631407508589145e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
1.175538371810180508e+07,3.386530078148070515e+03,5.851245881303658081e+00,1.492120369399064430e+03,9.666085852362388264e-01,1.543665545898695655e+03,5.380420407100260094e-02,1.001038660819929760e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
1.151755113448468037e+07,3.375684733486659297e+03,5.751283092935468133e+00,1.519347958579269516e+03,9.857791653124694520e-01,1.541266048261094056e+03,5.375841144594954019e-02,1.000186679290790304e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
1.128453033236161061e+07,3.364868518911037427e+03,5.653037482180283568e+00,1.546011185318812522e+03,1.004640952433649703e+00,1.538869365790577831e+03,5.374943730393095392e-02,1.000019713469747051e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
1.105622396072708629e+07,3.354081349962513741e+03,5.556479436076539713e+00,1.572138988721837677e+03,1.023211235937650621e+00,1.536475493529115283e+03,5.377467188041182289e-02,1.000489208132532726e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
1.083253663816183992e+07,3.343323142369320522e+03,5.461579853882307489e+00,1.597757856117780648e+03,1.041505818417506113e+00,1.534084426475370037e+03,5.383183315643662314e-02,1.001552705831097567e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
1.061337491298446804e+07,3.332593812048978634e+03,5.368310138188703284e+00,1.622892105850513644e+03,1.059539188431279255e+00,1.531696159585486612e+03,5.391891856004062816e-02,1.003172948288093558e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
1.039864722420938127e+07,3.321893275110786362e+03,5.276642186187905814e+00,1.647564129398463592e+03,1.077324668276975261e+00,1.529310687773912832e+03,5.403416511143296214e-02,1.005317134889528230e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
1.018826386329465546e+07,3.311221447858124975e+03,5.186548381093495586e+00,1.671794599759106632e+03,1.094874541094151388e+00,1.526928005914190180e+03,5.417601632568088549e-02,1.007956306902165755e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
9.982136936663661152e+06,3.300578246790806588e+03,5.098001583710027873e+00,1.695602651674585559e+03,1.112200160718452846e+00,1.524548108839752103e+03,5.434309456319360437e-02,1.011064833048397116e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
9.780180328985182568e+06,3.289963588607346992e+03,5.010975124149585014e+00,1.719006038217663672e+03,1.129312047064472413e+00,1.522170991344720505e+03,5.453417780233088541e-02,1.014619977355683877e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
9.582309667196227238e+06,3.279377390207157077e+03,4.925442793692512922e+00,1.742021267423751397e+03,1.146219969299513197e+00,1.519796648184683818e+03,5.474818002474053646e-02,1.018601534221588611e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
9.388442285252813250e+06,3.268819568692759731e+03,4.841378836789812290e+00,1.764663721993732224e+03,1.162933018664232820e+00,1.517425074077489853e+03,5.498413457007515076e-02,1.022991518724740923e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
9.198497189593911171e+06,3.258290041371916686e+03,4.758757943204842356e+00,1.786947764565207081e+03,1.179459672472139342e+00,1.515056263704020466e+03,5.524117994521927921e-02,1.027773902602489020e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
9.012395025304097682e+06,3.247788725759704903e+03,4.677555240291796146e+00,1.808886830625051743e+03,1.195807850558812113e+00,1.512690211708964853e+03,5.551854767337085356e-02,1.032934388180476670e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
8.830058042960820720e+06,3.237315539580584755e+03,4.597746285408555345e+00,1.830493510793202859e+03,1.211984965241011514e+00,1.510326912701591709e+03,5.581555184699137778e-02,1.038460214003058768e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
8.651410066152313724e+06,3.226870400770394554e+03,4.519307058461574655e+00,1.851779623928426417e+03,1.227997965674401115e+00,1.507966361256512528e+03,5.613158011082994281e-02,1.044339987070544762e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
8.476376459652869031e+06,3.216453227478305962e+03,4.442213954580589430e+00,1.872756282278278377e+03,1.243853377358275170e+00,1.505608551914440113e+03,5.646608585070196640e-02,1.050563537509766610e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
8.304884098241792060e+06,3.206063938068753941e+03,4.366443776920661435e+00,1.893433949707504325e+03,1.259557337420320611e+00,1.503253479182945739e+03,5.681858140330015017e-02,1.057121792241166869e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
8.136861336153293960e+06,3.195702451123293940e+03,4.291973729589549258e+00,1.913822493883974630e+03,1.275115626219273768e+00,1.500901137537205841e+03,5.718863213416710417e-02,1.064006664798219148e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
7.972237977144480683e+06,3.185368685442474543e+03,4.218781410698039913e+00,1.933931233171911344e+03,1.290533695723975915e+00,1.498551521420753033e+03,5.757585125675566962e-02,1.071210958934945001e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
7.810945245168820024e+06,3.175062560047561874e+03,4.146844805531258338e+00,1.953768978875078574e+03,1.305816695061734700e+00,1.496204625246203477e+03,5.797989528644952040e-02,1.078728284046998942e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
7.652915755643116310e+06,3.164783994182372680e+03,4.076142279838644633e+00,1.973344073381522549e+03,1.320969493572973885e+00,1.493860443396007668e+03,5.840046004058489781e-02,1.086552980751222419e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
7.498083487295631319e+06,3.154532907314904151e+03,4.006652573240748971e+00,1.992664424686740631e+03,1.335996701663539454e+00,1.491518970223160068e+03,5.883727710954336776e-02,1.094680055229574123e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
7.346383754583854228e+06,3.144309219139068773e+03,3.938354792750530020e+00,2.011737537706807871e+03,1.350902689705812731e+00,1.489180200051941483e+03,5.929011073563431738e-02,1.103105121160074864e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
7.197753180670296773e+06,3.134112849576270946e+03,3.871228406407452027e+00,2.030570542739780421e+03,1.365691605207409509e+00,1.486844127178620738e+03,5.975875504605510785e-02,1.111824348235442850e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
7.052129670945034362e+06,3.123943718777008144e+03,3.805253237022177881e+00,2.049170221386605590e+03,1.380367388437250931e+00,1.484510745872172038e+03,6.024303159424187343e-02,1.120834416419401958e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
6.909452387083942071e+06,3.113801747122462075e+03,3.740409456029967661e+00,2.067543030203710259e+03,1.394933786674987353e+00,1.482180050374991424e+03,6.074278717058077121e-02,1.130132475214498999e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
6.769661721631718799e+06,3.103686855225943873e+03,3.676677577451033851e+00,2.085695122325800185e+03,1.409394367229215073e+00,1.479852034903581853e+03,6.125789184903321360e-02,1.139716107319151073e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
6.632699273099276237e+06,3.093598963934409767e+03,3.614038451955802422e+00,2.103632367267718564e+03,1.423752529351652862e+00,1.477526693649259869e+03,6.178823724095462711e-02,1.149583296139571775e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
6.498507821564817801e+06,3.083537994329863523e+03,3.552473261033336271e+00,2.121360369089923552e+03,1.438011515159743459e+00,1.475204020778838640e+03,6.233373493132765564e-02,1.159732396695557499e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
6.367031304768611677e+06,3.073503867730777984e+03,3.491963511261070519e+00,2.138884483089846071e+03,1.452174419666414806e+00,1.472884010435315531e+03,6.289431507601099536e-02,1.170162109522003391e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
6.238214794691422954e+06,3.063496505693445670e+03,3.432491028674156563e+00,2.156209831163169383e+03,1.466244200004676479e+00,1.470566656738551728e+03,6.346992514144068898e-02,1.180871457220778353e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
6.112004474606729113e+06,3.053515830013272080e+03,3.374037953232627896e+00,2.173341315962456065e+03,1.480223683924562605e+00,1.468251953785936848e+03,6.406052877066180373e-02,1.191859763363002811e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
5.988347616597344168e+06,3.043561762726090819e+03,3.316586733384694341e+00,2.190283633966259004e+03,1.494115577631175862e+00,1.465939895653061058e+03,6.466610476164673382e-02,1.203126633480443575e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
5.867192559526798315e+06,3.033634226109413703e+03,3.260120120724443016e+00,2.207041287559813554e+03,1.507922473025301580e+00,1.463630476394379912e+03,6.528664614562561253e-02,1.214671937917654709e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
5.748488687456448562e+06,3.023733142683595361e+03,3.204621164742424533e+00,2.223618596217295362e+03,1.521646854401275117e+00,1.461323690043854640e+03,6.592215935468745402e-02,1.226495796345020706e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
5.632186408499250188e+06,3.013858435213067423e+03,3.150073207667303699e+00,2.240019706865893568e+03,1.535291104650767346e+00,1.459019530615616304e+03,6.657266346923927658e-02,1.238598563757572268e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
5.518237134101346135e+06,3.004010026707433099e+03,3.096459879397198467e+00,2.256248603504135190e+03,1.548857511016537680e+00,1.456717992104597442e+03,6.723818953702322132e-02,1.250980817805156020e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
5.406593258742841892e+06,2.994187840422613135e+03,3.043765092518967208e+00,2.272309116138818808e+03,1.562348270435132136e+00,1.454419068487178265e+03,6.791877995640395460e-02,1.263643347318364585e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
5.297208140049210750e+06,2.984391799861869004e+03,2.991973037414033865e+00,2.288204929099042602e+03,1.575765494504064002e+00,1.452122753721804656e+03,6.861448791746796450e-02,1.276587141910070500e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
5.190036079305199906e+06,2.974621828776878374e+03,2.941068177449179366e+00,2.303939588779353471e+03,1.589111214104943492e+00,1.449829041749625048e+03,6.932537689524326252e-02,1.289813382546670883e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
5.085032302362853661e+06,2.964877851168730103e+03,2.891035244250804492e+00,2.319516510859546543e+03,1.602387383711423086e+00,1.447537926495103193e+03,7.005152018997637398e-02,1.303323432994843101e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
4.982152940935868770e+06,2.955159791288889210e+03,2.841859233061266199e+00,2.334938987043680299e+03,1.615595885407705934e+00,1.445249401866632979e+03,7.079300050998053873e-02,1.317118832060347300e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
4.881355014272386208e+06,2.945467573640120918e+03,2.793525398175833008e+00,2.350210191356964060e+03,1.628738532641043735e+00,1.442963461757139385e+03,7.154990959306134490e-02,1.331201286544568596e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
4.782596411198536865e+06,2.935801122977431078e+03,2.746019248458765549e+00,2.365333186035441940e+03,1.641817073729325616e+00,1.440680100044688061e+03,7.232234786296679041e-02,1.345572664852698663e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
4.685835872525367886e+06,2.926160364308911994e+03,2.699326542937343199e+00,2.380310927040429306e+03,1.654833195143141644e+00,1.438399310593074233e+03,7.311042411767536275e-02,1.360234991194268384e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
4.591032973811614327e+06,2.916545222896605992e+03,2.653433286472251407e+00,2.395146269226402637e+03,1.667788524579630227e+00,1.436121087252416828e+03,7.391425524669399671e-02,1.375190440323416530e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
4.498148108475262299e+06,2.906955624257275304e+03,2.608325725503194192e+00,2.409841971188818661e+03,1.680684633844164999e+00,1.433845423859728044e+03,7.473396597481325732e-02,1.390441332771400473e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
4.407142471246782690e+06,2.897391494163228344e+03,2.563990343868242316e+00,2.424400699815581902e+03,1.693523041554136910e+00,1.431572314239505431e+03,7.556968863005204817e-02,1.405990130529157556e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
4.317978041957133450e+06,2.887852758643055495e+03,2.520413858695779385e+00,2.438825034564269117e+03,1.706305215678261433e+00,1.429301752204296463e+03,7.642156293373363052e-02,1.421839433141625975e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
4.230617569653775543e+06,2.878339343982339415e+03,2.477583216367725161e+00,2.453117471484986254e+03,1.719032575923374884e+00,1.427033731555261056e+03,7.728973581085642197e-02,1.437991974179651633e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
4.145024557038000785e+06,2.868851176724348989e+03,2.435485588552753544e+00,2.467280427007138314e+03,1.731706495979746574e+00,1.424768246082732730e+03,7.817436121910353863e-02,1.454450618058676037e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
4.061163245217210613e+06,2.859388183670705530e+03,2.394108368308375479e+00,2.481316241506884580e+03,1.744328305635038268e+00,1.422505289566770671e+03,7.907559999499282066e-02,1.471218357176322655e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
3.978998598765594885e+06,2.849950291882020792e+03,2.353439166250590464e+00,2.495227182670616003e+03,1.756899292766147092e+00,1.420244855777709290e+03,7.999361971582169550e-02,1.488298309343854209e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
3.898496291087104939e+06,2.840537428678463584e+03,2.313465806790031998e+00,2.509015448668652880e+03,1.769420705217517709e+00,1.417986938476689602e+03,8.092859457618090113e-02,1.505693715488681805e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
3.819622690074559767e+06,2.831149521640413241e+03,2.274176324433303087e+00,2.522683171151890292e+03,1.781893752573519896e+00,1.415731531416212192e+03,8.188070527794609477e-02,1.523407937607637264e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
3.742344844058852177e+06,2.821786498608913462e+03,2.235558960148576801e+00,2.536232418083721768e+03,1.794319607832439711e+00,1.413478628340645400e+03,8.285013893272723251e-02,1.541444456952022479e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
3.666630468042510562e+06,2.812448287686263939e+03,2.197602157794135813e+00,2.549665196417770403e+03,1.806699408988282851e+00,1.411228222986763512e+03,8.383708897589102482e-02,1.559806872427978108e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
3.592447930211696774e+06,2.803134817236497383e+03,2.160294560608865932e+00,2.562983454631893892e+03,1.819034260526787294e+00,1.408980309084261535e+03,8.484175509131886006e-02,1.578498899196590033e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
3.519766238721136004e+06,2.793846015885816996e+03,2.123625007763644490e+00,2.576189085127743965e+03,1.831325234841208349e+00,1.406734880356258373e+03,8.586434314615361274e-02,1.597524367459839167e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
3.448555028746396769e+06,2.784581812523081226e+03,2.087582530972452055e+00,2.589283926504370811e+03,1.843573373572929608e+00,1.404491930519814332e+03,8.690506513486440099e-02,1.616887221419914145e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
3.378784549798132852e+06,2.775342136300201219e+03,2.052156351162296222e+00,2.602269765714075675e+03,1.855779688881900036e+00,1.402251453286425885e+03,8.796413913199810364e-02,1.636591518400144052e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
3.310425653292984236e+06,2.766126916632516895e+03,2.017335875200863438e+00,2.615148340107810782e+03,1.867945164651248380e+00,1.400013442362515889e+03,8.904178925305893111e-02,1.656641428117153758e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
3.243449780375905801e+06,2.756936083199193490e+03,1.983110692680846165e+00,2.627921339376918695e+03,1.880070757630131206e+00,1.397777891449930848e+03,9.013824562300602750e-02,1.677041232094755419e+00,3.596077203347301798e-02,5.936272908890387989e-08,1.045113532476333876e-13,3.102466601939754554e-13,4.179297621697779417e-08,9.640391268103942757e-01,8.679838186877612984e-17,1.268479538678493801e-14,0.000000000000000000e+00
