P_Pa,T_K,rho_kg_m3,u_m_s,M,a_m_s,A_m2,A_over_Astar,Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_AR
1.072190637615158595e+07,3.437873201020396664e+03,5.086833051945196971e+00,1.653827814478812797e+03,1.064132404387236441e+00,1.554156050187328901e+03,5.394959745026919190e-02,1.003743735566153150e+00,3.735084069949588109e-02,1.853503662182830322e-03,2.080303911553163607e-03,4.394967335145251452e-03,4.085632284606769554e-02,9.133896963459428031e-01,5.040386320380407478e-05,2.396133640862438310e-05,0.000000000000000000e+00
1.050843112823138200e+07,3.430271969074843128e+03,4.998341129296214547e+00,1.679231144848381746e+03,1.081841107619263331e+00,1.552197575985770527e+03,5.407413879218438135e-02,1.006060853722254400e+00,3.732520813340724219e-02,1.838099192617987689e-03,2.042479363367431886e-03,4.322568941435835262e-03,4.040102798337755208e-02,9.139982488210930400e-01,4.902893428484614887e-05,2.333863041616412518e-05,0.000000000000000000e+00
1.029920621414880082e+07,3.422679996949980250e+03,4.911392174956869638e+00,1.704192295800096872e+03,1.099306668004325749e+00,1.550242844331942933e+03,5.422540109633637584e-02,1.008875121064282565e+00,3.729979113763558229e-02,1.822726039247849752e-03,2.005073520380465293e-03,4.250757424408585505e-03,3.994769941011559744e-02,9.146035379906047869e-01,4.768472124812556774e-05,2.272975635877219242e-05,0.000000000000000000e+00
1.009414700892788544e+07,3.415097118660458818e+03,4.825959423142154314e+00,1.728730563616574727e+03,1.116540546818110435e+00,1.548291791590612775e+03,5.440201782051679730e-02,1.012161112783789507e+00,3.727459078441447415e-02,1.807384486293977079e-03,1.968085833936304187e-03,4.179537135704954748e-03,3.949635301223185235e-02,9.152055436028027069e-01,4.637069048177384022e-05,2.213445413405848536e-05,0.000000000000000000e+00
9.893170572492400184e+06,3.407523168372325927e+03,4.742016568289881384e+00,1.752863847222429058e+03,1.133553310697221539e+00,1.546344429221669770e+03,5.460277739534363795e-02,1.015896287374723483e+00,3.724960813213393923e-02,1.792074823830534010e-03,1.931515723214644173e-03,4.108912349528581580e-03,3.904700475890087591e-02,9.158042454292202317e-01,4.508631528979706614e-05,2.155246788132310470e-05,0.000000000000000000e+00
9.696195616119230166e+06,3.399957980415128077e+03,4.659537757219697873e+00,1.776608786456182315e+03,1.150354793001485465e+00,1.544400733812466569e+03,5.482660369728786093e-02,1.020060623329937188e+00,3.722484422476899507e-02,1.776797347909171406e-03,1.895362574759944544e-03,4.038887260396454085e-03,3.859967070122335281e-02,9.163996232692074306e-01,4.383107581766417313e-05,2.098354591714969396e-05,0.000000000000000000e+00
9.503142469559598714e+06,3.392401389293390366e+03,4.578497581425591711e+00,1.799980883205674218e+03,1.166954165874283911e+00,1.542460651706166800e+03,5.507253947775522795e-02,1.024636310835728814e+00,3.720030009134592253e-02,1.761552360679443339e-03,1.859625741992214582e-03,3.969465980837021991e-03,3.815436697063444293e-02,9.169916569548608454e-01,4.260445897838839103e-05,2.042744067180330415e-05,0.000000000000000000e+00
9.313933048814928159e+06,3.384853229698949235e+03,4.498871069510818721e+00,1.822994607935635713e+03,1.183359942632533413e+00,1.540524182253587469e+03,5.533973223550831683e-02,1.029607488925250891e+00,3.717597674529504043e-02,1.746340170504807844e-03,1.824304544717041555e-03,3.900652539087016892e-03,3.771110977719684121e-02,9.175803263561930212e-01,4.140595837964804242e-05,1.988390862661293089e-05,0.000000000000000000e+00
9.128490824554264545e+06,3.377313336524875467e+03,4.420633679728687149e+00,1.845663493694796216e+03,1.199580065359930225e+00,1.538591334577580483e+03,5.562742212036470013e-02,1.034960020424239735e+00,3.715187518392697175e-02,1.731161092089117306e-03,1.789398268643520177e-03,3.832450876780357351e-03,3.726991540786836477e-02,9.181656113861876856e-01,4.023507425182076673e-05,1.935271025225017175e-05,0.000000000000000000e+00
8.946740791160624474e+06,3.369781544864478292e+03,4.343761292589289447e+00,1.868000219413255991e+03,1.215621818021018319e+00,1.536662300495957425e+03,5.593493153241506366e-02,1.040681298442258429e+00,3.712799638796451807e-02,1.716015446554398482e-03,1.754906164784131306e-03,3.764864846378241075e-03,3.683080022325389141e-02,9.187474920077440821e-01,3.909131337394441773e-05,1.883360994678775658e-05,0.000000000000000000e+00
8.768609436393439770e+06,3.362257690030923641e+03,4.268230203743583751e+00,1.890016683848884668e+03,1.231492403985740447e+00,1.534736777694951570e+03,5.626165614483584487e-02,1.046760079350215200e+00,3.710434132095472709e-02,1.700903561564753169e-03,1.720827448980554635e-03,3.697898208859702347e-03,3.639378065570992443e-02,9.193259482389498638e-01,3.797418900435054720e-05,1.832637597619608610e-05,0.000000000000000000e+00
8.594024711655206978e+06,3.354741607619720980e+03,4.194017117169968500e+00,1.911724071365755208e+03,1.247198403720718884e+00,1.532814719504597406e+03,5.660705712780972343e-02,1.053186338104749931e+00,3.708091092808098177e-02,1.685825771562850456e-03,1.687161301736300615e-03,3.631554632097289820e-03,3.595887321099370398e-02,9.199009601542901260e-01,3.688322082006989045e-05,1.783078041870713649e-05,0.000000000000000000e+00
8.422916002850063145e+06,3.347233133475359864e+03,4.121099137741703444e+00,1.933132910972089348e+03,1.262745949867455808e+00,1.530896148330549522e+03,5.697065439061176073e-02,1.059951142515811018e+00,3.705770613589766393e-02,1.670782417793852462e-03,1.653906867456260811e-03,3.565837687912637097e-03,3.552609446256906056e-02,9.204725078944279160e-01,3.581793483966019061e-05,1.734659910288419778e-05,0.000000000000000000e+00
8.255214101822566241e+06,3.339732103719925817e+03,4.049453764591691041e+00,1.954253129079344262e+03,1.278140867318492635e+00,1.528981021614087240e+03,5.735202068411471288e-02,1.067046543522510271e+00,3.703472785170091458e-02,1.655773848427681333e-03,1.621063253974591853e-03,3.500750849748379689e-03,3.509546104938555955e-02,9.210405716718548241e-01,3.477786335697758021e-05,1.687361155109875534e-05,0.000000000000000000e+00
8.090851178365139291e+06,3.332238354771418472e+03,3.979058884383869454e+00,1.975094096930504065e+03,1.293388644604934745e+00,1.527069303700123328e+03,5.775077644285011441e-02,1.074465479228574383e+00,3.701197696289383610e-02,1.640800418677269270e-03,1.588629532067640637e-03,3.436297490305256080e-03,3.466698967320667318e-02,9.216051317770519447e-01,3.376254487442343244e-05,1.641160092302865236e-05,0.000000000000000000e+00
7.929760752782920375e+06,3.324751723361242512e+03,3.909892764703082335e+00,1.995664673328373055e+03,1.308494432111764416e+00,1.525160997519563352e+03,5.816658525887439396e-02,1.082201690692659701e+00,3.698945433633265417e-02,1.625862490907809465e-03,1.556604734953311378e-03,3.372480879146796777e-03,3.424069709559263153e-02,9.221661685850701673e-01,3.277152403674290880e-05,1.596035395989590851e-05,0.000000000000000000e+00
7.771877669004694559e+06,3.317272046554347071e+03,3.841934047553164255e+00,2.015973243210741657e+03,1.323463133977277328e+00,1.523256063168401170e+03,5.859914989932727553e-02,1.090249647834179214e+00,3.696716081764697681e-02,1.610960434751943469e-03,1.524987857809722777e-03,3.309304180340890116e-03,3.381660013491375599e-02,9.227236625620410804e-01,3.180435156605191445e-05,1.551966092964480285e-05,0.000000000000000000e+00
7.617138068229354918e+06,3.309799161768610247e+03,3.775161742967221290e+00,2.036027752565124729e+03,1.338299372175615121e+00,1.521354485323596009e+03,5.904820879271335810e-02,1.098604484059825692e+00,3.694509723057983613e-02,1.596094627217203464e-03,1.493777857281741641e-03,3.246770450069721460e-03,3.339471566301217831e-02,9.232775942720689022e-01,3.086058419739117246e-05,1.508931557282852342e-05,0.000000000000000000e+00
7.465479363096983172e+06,3.302332906797134910e+03,3.709555222721810708e+00,2.055835740089406045e+03,1.353007550933417846e+00,1.519456220825315086e+03,5.951353292129856615e-02,1.107261938445944560e+00,3.692326437629759456e-02,1.581265452799916803e-03,1.462973651009259529e-03,3.184882634283177187e-03,3.297506060190308341e-02,9.238279443840420324e-01,2.993978461550750639e-05,1.466911504942348062e-05,0.000000000000000000e+00
7.316840212374191731e+06,3.294873119828650488e+03,3.645094214161682444e+00,2.075404365975327892e+03,1.367591817453942316e+00,1.517561263154620519e+03,5.999492306561046706e-02,1.116218304471877643e+00,3.690166303271407572e-02,1.566473303585981958e-03,1.432574117135961131e-03,3.123643566308437810e-03,3.255765192000679292e-02,9.243746936789706270e-01,2.904152139200014674e-05,1.425885988627350306e-05,0.000000000000000000e+00
7.171160496143567376e+06,3.287419639471677328e+03,3.581758794125389667e+00,2.094740438113024538e+03,1.382056124137433395e+00,1.515669589337690923e+03,6.049220735616489542e-02,1.125470384469315688e+00,3.688029395378428915e-02,1.551718579360714459e-03,1.402578093846917028e-03,3.063055964519165782e-03,3.214250662848291279e-02,9.249178230571567516e-01,2.816536892379970812e-05,1.385835392548769764e-05,0.000000000000000000e+00
7.028381291486932896e+06,3.279972304776852980e+03,3.519529382977388821e+00,2.113850436009375699e+03,1.396404250791550394e+00,1.513781152421400748e+03,6.100523909294371799e-02,1.135015449053218273e+00,3.685915786879499778e-02,1.537001687705085882e-03,1.372984378889775293e-03,3.003122429970136315e-03,3.172964177710391881e-02,9.254573135458906696e-01,2.731090737204967654e-05,1.346740427346348430e-05,0.000000000000000000e+00
6.888444848652928136e+06,3.272530955262827774e+03,3.458386738733903787e+00,2.132740532643389088e+03,1.410639752067501362e+00,1.511895953249256081e+03,6.153389480003906842e-02,1.144851200928056478e+00,3.683825548167397879e-02,1.522323044101486040e-03,1.343791729123815356e-03,2.943845444088553313e-03,3.131907445019915109e-02,9.259931463069599467e-01,2.647772260222767507e-05,1.308582125080979477e-05,0.000000000000000000e+00
6.751294567699007690e+06,3.265095430940762526e+03,3.398311951296520306e+00,2.151416614488144660e+03,1.424766058925261092e+00,1.510013942998484481e+03,6.207807248608050027e-02,1.154975742522689641e+00,3.681758747026591533e-02,1.507683072025454291e-03,1.314998860056684890e-03,2.885227366342542430e-03,3.091082176215514607e-02,9.265253026446865769e-01,2.566540612474031582e-05,1.271341834291134472e-05,0.000000000000000000e+00
6.616874975598524325e+06,3.257665572341093139e+03,3.339286436776829792e+00,2.169884299872227075e+03,1.438786408937066774e+00,1.508135110530599150e+03,6.263769008643117753e-02,1.165387547007094682e+00,3.679715448562168034e-02,1.493082203041201433e-03,1.286604445401008396e-03,2.827270431952919830e-03,3.050490085286118938e-02,9.270537640139339119e-01,2.487355503656230464e-05,1.235001215131082472e-05,0.000000000000000000e+00
6.485131703803617507e+06,3.250241220541035545e+03,3.281291931920381266e+00,2.188148955851777373e+03,1.452703909130263149e+00,1.506259425681470475e+03,6.321268406548032071e-02,1.176085432287718779e+00,3.677695715125868514e-02,1.478520876891712766e-03,1.258607116637578413e-03,2.769976749623379378e-03,3.010132888291945988e-02,9.275785120283596141e-01,2.410177196366885305e-05,1.199542234582149789e-05,0.000000000000000000e+00
6.356011466254808009e+06,3.242822217192536755e+03,3.224310488624300142e+00,2.206215713737916758e+03,1.466521522128911625e+00,1.504386864050389249e+03,6.380300816064887748e-02,1.187068537639438981e+00,3.675699606244194062e-02,1.463999541584241329e-03,1.231005462584145111e-03,2.713348299285184284e-03,2.970012302859268913e-02,9.280995284688902114e-01,2.334966500419695542e-05,1.164947161734259759e-05,0.000000000000000000e+00
6.229462037828497589e+06,3.235408404551826152e+03,3.168324468545800077e+00,2.224089483406122781e+03,1.480242092955032840e+00,1.502517388197044511e+03,6.440863225215229249e-02,1.198336302677256882e+00,3.673727178545073413e-02,1.449518653474380411e-03,1.203798028980310403e-03,2.657386929881845865e-03,2.930130047660631232e-02,9.286167952923024549e-01,2.261684767252658445e-05,1.131198563142739201e-05,0.000000000000000000e+00
6.105432233213448897e+06,3.227999625509818088e+03,3.113316537804332818e+00,2.241774966504605800e+03,1.493868322992919717e+00,1.500650982419439742e+03,6.502954134438176936e-02,1.209888448404681460e+00,3.671778485683366289e-02,1.435078677345027077e-03,1.176983318082249928e-03,2.602094357181950358e-03,2.890487841871382246e-02,9.291302946400167295e-01,2.190293884414451806e-05,1.098279298256411999e-05,0.000000000000000000e+00
5.983871886207969859e+06,3.220595723623252525e+03,3.059269661771279569e+00,2.259276668662988868e+03,1.507402823069164288e+00,1.498787606131029634e+03,6.566573464680081074e-02,1.221724960113613090e+00,3.669853578268796046e-02,1.420680086481073507e-03,1.150559788268151491e-03,2.547472161620004116e-03,2.851087404601736208e-02,9.296400088470750944e-01,2.120756270126432610e-05,1.066172514914144136e-05,0.000000000000000000e+00
5.864731829429235309e+06,3.213196543146305885e+03,3.006167099951727373e+00,2.276598910795196844e+03,1.520848069381486312e+00,1.496927245152809292e+03,6.631722474345699836e-02,1.233846071932933386e+00,3.667952503788917545e-02,1.406323362735860134e-03,1.124525853653881441e-03,2.493521786171082506e-03,2.811930454301986293e-02,9.301459204514019863e-01,2.053034867921176316e-05,1.034861644910369395e-05,0.000000000000000000e+00
5.747963874426591210e+06,3.205801929065108197e+03,2.953992400945762764e+00,2.293745839568163774e+03,1.534206457656228872e+00,1.495069863721122147e+03,6.698403684224789323e-02,1.246252252860938547e+00,3.666075306537688178e-02,1.392008996602357197e-03,1.098879883735967523e-03,2.440244534289436745e-03,2.773018708162662896e-02,9.306480122029586743e-01,1.987093141379910624e-05,1.004330399635993367e-05,0.000000000000000000e+00
5.633520792190873064e+06,3.198411727131033331e+03,2.902729397503087672e+00,2.310721437124135718e+03,1.547480285854170745e+00,1.493215427845450677e+03,6.766620809493578692e-02,1.258944194114067772e+00,3.664222027539222604e-02,1.377737487268448002e-03,1.073620203034216999e-03,2.387641567860526205e-03,2.734353881470464112e-02,9.311462670733928748e-01,1.922895068923195764e-05,9.745627657793422724e-06,0.000000000000000000e+00
5.521356294051669538e+06,3.191025783896472603e+03,2.852362201655545437e+00,2.327529530109200095e+03,1.560671743662032762e+00,1.491363920415305529e+03,6.836378698131487242e-02,1.271922797669203797e+00,3.662392704474296684e-02,1.363509342673841504e-03,1.048745090761340299e-03,2.335713905221080498e-03,2.695937686955253085e-02,9.316406682656502847e-01,1.860405138695954088e-05,9.455430010996899700e-06,0.000000000000000000e+00
5.411425012955040671e+06,3.183643946750846226e+03,2.802875199935746409e+00,2.344173798074638853e+03,1.573782958144767541e+00,1.489515301930855912e+03,6.907683275067690032e-02,1.285189165872021810e+00,3.660587371605242279e-02,1.349325079557399257e-03,1.024252780504300315e-03,2.284462419218048421e-03,2.657771834105740819e-02,9.321311992238726640e-01,1.799588343520486941e-05,9.172556302644967467e-06,0.000000000000000000e+00
5.303682485113942996e+06,3.176266063958319137e+03,2.754253048674154769e+00,2.360657781299027647e+03,1.586815956389542759e+00,1.487669550960525385e+03,6.980541491518708896e-02,1.298744592011140897e+00,3.658806059702580937e-02,1.335185223501680722e-03,1.000141459928701425e-03,2.233887835331347001e-03,2.619858028468171826e-02,9.326178436433638641e-01,1.740410175932865987e-05,8.896854407547966572e-06,0.000000000000000000e+00
5.198085132024004124e+06,3.168891984695848350e+03,2.706480669377979265e+00,2.376984888083598435e+03,1.599772708118436082e+00,1.485826627758437098e+03,7.054961278988866602e-02,1.312590551759810431e+00,3.657048795970140737e-02,1.321090308967907490e-03,9.764092704984173076e-04,2.183990729845213148e-03,2.582197970914841892e-02,9.331005854808177569e-01,1.682836623287593372e-05,8.628174788332121042e-06,0.000000000000000000e+00
5.094590242837382481e+06,3.161521559093090218e+03,2.659543244186406863e+00,2.393158401558986952e+03,1.612655093627665126e+00,1.483986508346047458e+03,7.130951507511656962e-02,1.326728695406628411e+00,3.655315603972314475e-02,1.307040879327896069e-03,9.530543072206692059e-04,2.134771528090642981e-03,2.544793356895571831e-02,9.335794089645967908e-01,1.626834162944151664e-05,8.366370455785775666e-06,0.000000000000000000e+00
4.993155957087535411e+06,3.154154638272304510e+03,2.613426211405544208e+00,2.409181486048426905e+03,1.625464937316138947e+00,1.482149156675325912e+03,7.208521947704880917e-02,1.341160840795818654e+00,3.653606503559409663e-02,1.293037486884506156e-03,9.300746184068886578e-04,2.086230502741075882e-03,2.507645875656663512e-02,9.340542986053016472e-01,1.572369757518118046e-05,8.111296929810926404e-06,0.000000000000000000e+00
4.893741247758009471e+06,3.146791074390490849e+03,2.568115261116262094e+00,2.425057193015755274e+03,1.638203988298736480e+00,1.480314545891296802e+03,7.287683236320469105e-02,1.355888966917702110e+00,3.651921510795948927e-02,1.279080692889930908e-03,9.074682054632610215e-04,2.038367772190152229e-03,2.470757209445527749e-02,9.345252392063387870e-01,1.519410850214809488e-05,7.862812201034213380e-06,0.000000000000000000e+00
4.796305904688223265e+06,3.139430720681581988e+03,2.523596330858356218e+00,2.440788466637050078e+03,1.650873942877692846e+00,1.478482640765673068e+03,7.368446844940845786e-02,1.370915208084588777e+00,3.650260637887952492e-02,1.265171067552329229e-03,8.852330226997667893e-04,1.991183298990917196e-03,2.434129032682955801e-02,9.349922158747526746e-01,1.467925360226212646e-05,7.620776693007961262e-06,0.000000000000000000e+00
4.700810518309745938e+06,3.132073431500080460e+03,2.479855601388159858e+00,2.456378149021032186e+03,1.663476433593550796e+00,1.476653410541322273e+03,7.450825051555158562e-02,1.386241848642474572e+00,3.648623893111314909e-02,1.251309190035956084e-03,8.633669771663728424e-04,1.944676888375676625e-03,2.397763011114548842e-02,9.354552140321563680e-01,1.417881678201861756e-05,7.385053225036509526e-06,0.000000000000000000e+00
4.607216463706346229e+06,3.124719062365915761e+03,2.436879492507079803e+00,2.471828985105601078e+03,1.676013038359320806e+00,1.474826823259870707e+03,7.534830914763880616e-02,1.401871318171753034e+00,3.647011280740264372e-02,1.237495648453761088e-03,8.418679285169751621e-04,1.898848186858968475e-03,2.361660800939790680e-02,9.359142194257762393e-01,1.369248661791120737e-05,7.155506975611129117e-06,0.000000000000000000e+00
4.515485884991400875e+06,3.117367470010108718e+03,2.394654658961491211e+00,2.487143627255317824e+03,1.688485284333331782e+00,1.473002844817402092e+03,7.620478250378587282e-02,1.417806187133553664e+00,3.645422800978382477e-02,1.223731039850752727e-03,8.207336888989921362e-04,1.853696680920375586e-03,2.325824047914756484e-02,9.363692181396395808e-01,1.321995631251061219e-05,6.932005446433186556e-06,0.000000000000000000e+00
4.425581679996402003e+06,3.110018512421269406e+03,2.353167986412778578e+00,2.502324639582574491e+03,1.700894645256588733e+00,1.471181443577938808e+03,7.707781610210957812e-02,1.434049162923391130e+00,3.643858449888794093e-02,1.210015970177394850e-03,7.999620228708423549e-04,1.809221695773950353e-03,2.290254386429649638e-02,9.368201966059152008e-01,1.276092365120482994e-05,6.714418427022224099e-06,0.000000000000000000e+00
4.337467485264229588e+06,3.102672048893573447e+03,2.312406587475426267e+00,2.517374502010594824e+03,1.713242605678499952e+00,1.469362537253521396e+03,7.796756262876859689e-02,1.450603086299723454e+00,3.642318219325920564e-02,1.196351054255357163e-03,7.795506473513782878e-04,1.765422394234173733e-03,2.254953438565953858e-02,9.372671416163207425e-01,1.231509095963577358e-05,6.502617959919731917e-06,0.000000000000000000e+00
4.251107661341298372e+06,3.095327940070226305e+03,2.272357797816827674e+00,2.532295614112675594e+03,1.725530434296690618e+00,1.467546189728501986e+03,7.887418176419383475e-02,1.467470928150931719e+00,3.640802096856907144e-02,1.182736915715435107e-03,7.594972315793631443e-04,1.722297775637037908e-03,2.219922813095669481e-02,9.377100403341744883e-01,1.188216506145148182e-05,6.296478306333900872e-06,0.000000000000000000e+00
4.166467278362498619e+06,3.087986048019218288e+03,2.233009172349780691e+00,2.547090298648803127e+03,1.737759530176399725e+00,1.465732314752575803e+03,7.979784002789681863e-02,1.484655786607946171e+00,3.639310065736638816e-02,1.169174187027943517e-03,7.397993972266569181e-04,1.679846675102528381e-03,2.185164104658542800e-02,9.381488803035393786e-01,1.146185723862317103e-05,6.095875913121321932e-06,0.000000000000000000e+00
4.083512101923148613e+06,3.080646236236766526e+03,2.194348481440997478e+00,2.561760805080555656e+03,1.749931189547172083e+00,1.463920878936651206e+03,8.073871063484285016e-02,1.502160884372038652e+00,3.637842104795293435e-02,1.155663509284481690e-03,7.204547182470814231e-04,1.638067762289043298e-03,2.150678892426718253e-02,9.385836494653931883e-01,1.105388318763802275e-05,5.900689378459569908e-06,0.000000000000000000e+00
4.002208579232235905e+06,3.073308369736406348e+03,2.156363707229565829e+00,2.576309312686676549e+03,1.762046676357676533e+00,1.462111842583058433e+03,8.169697337112112601e-02,1.519989566401639181e+00,3.636398188398155817e-02,1.142205532242346853e-03,7.014607211151045827e-04,1.596959541002425809e-03,2.116468739328670676e-02,9.390143361659696319e-01,1.065796298200408443e-05,5.710799420300437965e-06,0.000000000000000000e+00
3.922523825541388709e+06,3.065972315090789380e+03,2.119043039986698407e+00,2.590737933615914699e+03,1.774107204881172128e+00,1.460305175745813813e+03,8.267281448006215394e-02,1.538145297793525712e+00,3.634978286381591178e-02,1.128800914203053219e-03,6.828148848911768385e-04,1.556520348468693827e-03,2.082535190911257231e-02,9.394409291696323994e-01,1.027382103197616011e-05,5.526088844062167237e-06,0.000000000000000000e+00
3.844425610843966249e+06,3.058637940485177751e+03,2.082374874541986554e+00,2.605048715747963797e+03,1.786113965262523529e+00,1.458500838363398088e+03,8.366642656129663624e-02,1.556631661904792630e+00,3.633582363993410197e-02,1.115450321913679776e-03,6.645146413709167180e-04,1.516748354823583330e-03,2.048879774256731623e-02,9.398634176708335897e-01,9.901186045629000156e-06,5.346442511157224468e-06,0.000000000000000000e+00
3.767882346839056816e+06,3.051305115772059708e+03,2.046347806769942768e+00,2.619243645398309127e+03,1.798068109888475874e+00,1.456698792995536905e+03,8.467800848126902369e-02,1.575452358687937870e+00,3.632210381835754287e-02,1.102154430457322502e-03,6.465573752728093248e-04,1.477641562722061463e-03,2.015503996879953671e-02,9.402817913060922406e-01,9.539790990507191734e-06,5.171747308056500539e-06,0.000000000000000000e+00
3.692863074154983275e+06,3.043973712526365944e+03,2.010950630137149364e+00,2.633324649878784840e+03,1.809970755197233272e+00,1.454899004482439977e+03,8.570776529428626722e-02,1.594611203221957041e+00,3.630862295808866269e-02,1.088913923130228455e-03,6.289404244628234294e-04,1.439197807065528256e-03,1.982409345602380996e-02,9.406960401660571236e-01,9.189373055795867752e-06,5.001892115868720174e-06,0.000000000000000000e+00
3.619337449827191420e+06,3.036643604101931032e+03,1.976172332307280177e+00,2.647293599921185887e+03,1.821822992342151615e+00,1.453101432493066795e+03,8.675590817349568273e-02,1.614112124428172201e+00,3.629538057058467188e-02,1.075729491308114513e-03,6.116610802202908023e-04,1.401414754857119868e-03,1.949597285408650321e-02,9.411061548075477790e-01,8.849673615041585775e-06,4.836767780444590249e-06,0.000000000000000000e+00
3.547275735025493894e+06,3.029314665688283640e+03,1.942002091805200559e+00,2.661152311975346947e+03,1.833625873865077027e+00,1.451306043345656690e+03,8.782265435093997152e-02,1.633959163954942673e+00,3.628237611923876976e-02,1.062601834297667233e-03,5.947165875416969517e-04,1.364289905179243926e-03,1.917069258279547814e-02,9.415121262656748202e-01,8.520438189349661260e-06,4.676267082976608064e-06,0.000000000000000000e+00
3.476648783025593497e+06,3.021986774368832812e+03,1.908429274736919590e+00,2.674902550386749681e+03,1.845380437837055743e+00,1.449512791802412949e+03,8.890822706626697047e-02,1.654156475223399037e+00,3.626960901889435956e-02,1.049531659177120038e-03,5.781041454884508967e-04,1.327820589307943762e-03,1.884826682010453877e-02,9.419139460659052832e-01,8.201416411108619560e-06,4.520284711114082492e-06,0.000000000000000000e+00
3.407428027420166414e+06,3.014659809179318927e+03,1.875443431566219843e+00,2.688546029463884679e+03,1.857087678232005601e+00,1.447721645551732081e+03,9.001285552336947549e-02,1.674708322620718448e+00,3.625707863538234210e-02,1.036519680621694707e-03,5.618209075744601223e-04,1.292003970955340119e-03,1.852870949007713944e-02,9.423116062361703849e-01,7.892361988152709655e-06,4.368717230557953543e-06,0.000000000000000000e+00
3.339585470564633142e+06,3.007333651167197786e+03,1.843034293946102409e+00,2.702084415440710472e+03,1.868748581516620488e+00,1.445932557309437243e+03,9.113677485453594573e-02,1.695619080833139947e+00,3.624478428507996869e-02,1.023566620715905384e-03,5.458639821977046263e-04,1.256837046651348164e-03,1.821203425069232301e-02,9.427050993189370898e-01,7.593032668392779661e-06,4.221463057147718604e-06,0.000000000000000000e+00
3.273093672252980527e+06,3.000008183451740024e+03,1.811191771604194978e+00,2.715519328340928496e+03,1.880364092371443308e+00,1.444145492544595072e+03,9.228022609163627488e-02,1.716893234309869953e+00,3.623272523450141169e-02,1.010673208751922993e-03,5.302304331155752214e-04,1.222316646264388993e-03,1.789825448148687007e-02,9.430944183832453698e-01,7.303190204880781549e-06,4.078422429425627847e-06,0.000000000000000000e+00
3.207925738619050942e+06,2.992683291285148243e+03,1.779905949281822553e+00,2.728852343749342253e+03,1.891935140931952253e+00,1.442360409038721627e+03,9.344345614391232069e-02,1.738535376849870362e+00,3.622090069992024708e-02,9.978401810146998122e-04,5.149172799657135251e-04,1.188439433666313699e-03,1.758738327106257326e-02,9.434795570366676376e-01,7.022600321300937364e-06,3.939497381678001449e-06,0.000000000000000000e+00
3.144055311258802656e+06,2.985358862113286705e+03,1.749167083724880056e+00,2.742084994498803098e+03,1.903462631882575140e+00,1.440577266172442933e+03,9.462671778193322558e-02,1.760550211303343993e+00,3.620930984701577898e-02,9.850682805494924595e-04,4.999214988288993699e-04,1.155201907534695411e-03,1.727943340438820724e-02,9.438605094372877202e-01,6.751032677811664331e-06,3.804591717421020994e-06,0.000000000000000000e+00
3.081456556569181383e+06,2.978034785637828008e+03,1.718965600726423126e+00,2.755218772273912691e+03,1.914947448673931074e+00,1.438796022408790122e+03,9.583026962745767874e-02,1.782942549383120134e+00,3.619795179055339956e-02,9.723582569170924079e-04,4.852400228405362751e-04,1.122600402307990597e-03,1.697441735002119464e-02,9.442372703055390559e-01,6.488260837299009742e-06,3.673610983357916310e-06,0.000000000000000000e+00
3.020104155299189035e+06,2.970710953878633063e+03,1.689292092219959684e+00,2.768255129138765824e+03,1.926390455111748778e+00,1.437016634812064012e+03,9.705437614880260688e-02,1.805717311578487028e+00,3.618682559409359262e-02,9.597108659329699806e-04,4.708697428476289032e-04,1.090631089287317666e-03,1.667234724719030003e-02,9.446098349359726143e-01,6.234062231972135537e-06,3.546462443779599042e-06,0.000000000000000000e+00
2.959973292309063021e+06,2.963387261236796803e+03,1.660137313422045180e+00,2.781195478991955952e+03,1.937792493179764763e+00,1.435239061344609354e+03,9.829930766149692911e-02,1.828879527167355690e+00,3.617593026974200154e-02,9.471268693918848298e-04,4.568075081132084016e-04,1.059289977890147481e-03,1.637323489278165803e-02,9.449781992088952531e-01,5.988218130294914872e-06,3.423055055407485114e-06,0.000000000000000000e+00
2.901039646533314604e+06,2.956063604557811232e+03,1.631492180024384897e+00,2.794041198954362244e+03,1.949154386868856781e+00,1.433463258619929547e+03,9.956534033384573101e-02,1.852434334319783327e+00,3.616526477792685046e-02,9.346070347758324466e-04,4.430501270670492197e-04,1.028572917053672967e-03,1.607709172820745089e-02,9.453423596019222552e-01,5.750513604215978206e-06,3.303299442663890958e-06,0.000000000000000000e+00
2.843279381143608131e+06,2.948739883195349648e+03,1.603347765433341232e+00,2.806793630692076931e+03,1.960476941816754692e+00,1.431689182781741238e+03,1.008527561972847597e-01,1.876386980290619233e+00,3.615482802721908112e-02,9.221521349472539767e-04,4.295943681050090330e-04,9.984755967942821487e-04,1.578392882621476589e-02,9.457023132013493427e-01,5.520737496698072037e-06,3.187107873372019011e-06,0.000000000000000000e+00
2.786669133907529060e+06,2.941415999075100444e+03,1.575695298057401494e+00,2.819454081679458795e+03,1.971760946745523935e+00,1.429916789016989469e+03,1.021618431611728828e-01,1.900742821694723306e+00,3.614461887418640718e-02,9.097629478254247492e-04,4.164369604353502911e-04,9.689935499192358238e-04,1.549375687760453160e-02,9.460580577134050095e-01,5.298682389501135338e-06,3.074394234867779110e-06,0.000000000000000000e+00
