P_Pa,T_K,rho_kg_m3,u_m_s,M,a_m_s,A_m2,A_over_Astar,Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_AR
1.668871259983168542e+07,3.607780360449963155e+03,7.484579294333218336e+00,9.036167609754753585e+02,5.653857429217881148e-01,1.598230539570708743e+03,6.710800263870911331e-02,1.248558662871450897e+00,3.796698508311176223e-02,2.199815948198583383e-03,3.019110485637346072e-03,6.126567771166769628e-03,5.133924090596658080e-02,8.992169387177284534e-01,8.959610583225142402e-05,4.174498235832945333e-05,0.000000000000000000e+00
1.635643707580338977e+07,3.599933212710971475e+03,7.354330348236517878e+00,9.518896638917289010e+02,5.963531537339717969e-01,1.596184505660146215e+03,6.483301815312149385e-02,1.206232092631076336e+00,3.793690282121685298e-02,2.183784085416873039e-03,2.971994904602675690e-03,6.042488469911285603e-03,5.084452776515023531e-02,8.998921638272927570e-01,8.739542378964030179e-05,4.074270261991007238e-05,0.000000000000000000e+00
1.603077722228939272e+07,3.592098999688353160e+03,7.226347336818968792e+00,9.977153936200581938e+02,6.258632955407590348e-01,1.594142683759735746e+03,6.295068779134779802e-02,1.171210935881242365e+00,3.790701004721961503e-02,2.167778527398110406e-03,2.925302878082634665e-03,5.958885032785866606e-03,5.035145395846388899e-02,9.005645692538440938e-01,8.523910899493981137e-05,3.976119321105128508e-05,0.000000000000000000e+00
1.571160131999895535e+07,3.584277553730251384e+03,7.100591089827553049e+00,1.041417334509785860e+03,6.541134542375026673e-01,1.592105051139426223e+03,6.137714446670821528e-02,1.141934827635859406e+00,3.787730801630181249e-02,2.151799459274917822e-03,2.879034453231841314e-03,5.875762987489933226e-03,4.986003339849120336e-02,9.012341351478064810e-01,8.312645502833054291e-05,3.880008237557002338e-05,0.000000000000000000e+00
1.539878027219812386e+07,3.576468707228437779e+03,6.977023107905513832e+00,1.083252829266270055e+03,6.812604160036981327e-01,1.590071584696900572e+03,6.005179471791617651e-02,1.117276413659546330e+00,3.784779797960027142e-02,2.135847069505219901e-03,2.833189654260583491e-03,5.793127828028482064e-03,4.937028008659725964e-02,9.019008416134827177e-01,8.105676424938083934e-05,3.785900427590376628e-05,0.000000000000000000e+00
1.509218755249409936e+07,3.568672292618504798e+03,6.855605551221964689e+00,1.123430670161364560e+03,7.074312149934512961e-01,1.588042266655937965e+03,5.892965340476272879e-02,1.096398735850439010e+00,3.781848118386524349e-02,2.119921549977714717e-03,2.787768482088445483e-03,5.710985013027900827e-03,4.888220811348499562e-02,9.025646687109474264e-01,7.902934770317277761e-05,3.693759890516469448e-05,0.000000000000000000e+00
1.479169915365922637e+07,3.560888142380536465e+03,6.736301228291277532e+00,1.162123047372256451e+03,7.327304778823388043e-01,1.586017072376876285e+03,5.797655037374596643e-02,1.078666051234691059e+00,3.778935887110757702e-02,2.104023096119019432e-03,2.742770913991841256e-03,5.629339964023005217e-03,4.839583165969942036e-02,9.032255964580314656e-01,7.704352502731376688e-05,3.603551200042343886e-05,0.000000000000000000e+00
1.449719353747403435e+07,3.553116089040152474e+03,6.619073584979313196e+00,1.199473961490581814e+03,7.572455836041378507e-01,1.583995981569997411e+03,5.716601920413208471e-02,1.063585946425179118e+00,3.776043227823987908e-02,2.088151907002067532e-03,2.698196903243423126e-03,5.548198063713674806e-03,4.791116499608033541e-02,9.038836048324034866e-01,7.509862435985399762e-05,3.515239495717352501e-05,0.000000000000000000e+00
1.420855158556862734e+07,3.545355965169854244e+03,6.503886693694411747e+00,1.235605300968027905e+03,7.810503941856754562e-01,1.581978973656715425e+03,5.647721272752927180e-02,1.050770555419809904e+00,3.773170263670624219e-02,2.072308185455061166e-03,2.654046378742988543e-03,5.467564654187419791e-03,4.742822248413738895e-02,9.045386737737779459e-01,7.319398224800975107e-05,3.428790474497493516e-05,0.000000000000000000e+00
1.392565655124312267e+07,3.537607603390795703e+03,6.390705242759405103e+00,1.270621331130156022e+03,8.042080088960229522e-01,1.579966025051655834e+03,5.589346782578726719e-02,1.039909857361176027e+00,3.770317117210091051e-02,2.056492138171494254e-03,2.610319244641107119e-03,5.387445035112622266e-03,4.694701857636439379e-02,9.051907831862274767e-01,7.132894355778417064e-05,3.344170382425715648e-05,0.000000000000000000e+00
1.364839401224721223e+07,3.529870836375028830e+03,6.279494525961217377e+00,1.304612074620324620e+03,8.267728332648845990e-01,1.577957114856419139e+03,5.540129351169728600e-02,1.030752849562743823e+00,3.767483910378153361e-02,2.040703975821730326e-03,2.567015379955973550e-03,5.307844461903066073e-03,4.646756781649367951e-02,9.058399129405952932e-01,6.950286138448971002e-05,3.261346006428688619e-05,0.000000000000000000e+00
1.337665182449991815e+07,3.522145496848034327e+03,6.170220432276341427e+00,1.337655900659807912e+03,8.487921655821678568e-01,1.575952223524988767e+03,5.498964240503090295e-02,1.023093993165601345e+00,3.764670764446613471e-02,2.024943913164681426e-03,2.524134638181323685e-03,5.228768143848361132e-03,4.598988483966112012e-02,9.064860428770520340e-01,6.771509696408290618e-05,3.180284666225097407e-05,0.000000000000000000e+00
1.311032007673076913e+07,3.514431417591849822e+03,6.062849435767368789e+00,1.369821538385031999e+03,8.703074333883031866e-01,1.573951325512649873e+03,5.464937644983795806e-02,1.016763272695144105e+00,3.761877799982877441e-02,2.009212169161457215e-03,2.481676846889172873e-03,5.150221242219037328e-03,4.551398437252200668e-02,9.071291528077306543e-01,6.596501958543387028e-05,3.100954206348143654e-05,0.000000000000000000e+00
1.284929104602421075e+07,3.506728431448460015e+03,5.957348585650822592e+00,1.401169663546107358e+03,8.913551578028029443e-01,1.571954401430739381e+03,5.437286856764343007e-02,1.011618784734075183e+00,3.759105136807473768e-02,1.993508967088668867e-03,2.439641807322964762e-03,5.072208868337480837e-03,4.503988123326007481e-02,9.077692225195298503e-01,6.425200650341540817e-05,3.023322988277569778e-05,0.000000000000000000e+00
1.259345915424887836e+07,3.499036371323845742e+03,5.853685496528769683e+00,1.431754164154512637e+03,9.119677328921459436e-01,1.569961427926791885e+03,5.415370123091699239e-02,1.007541129817693948e+00,3.756352893951855898e-02,1.977834534654185870e-03,2.398029293986500381e-03,4.994736081624192268e-03,4.456759033154664151e-02,9.084062317769899808e-01,6.257544285291124630e-05,2.947359882681899694e-05,0.000000000000000000e+00
1.234272092535462789e+07,3.491355070192231778e+03,5.751828338787738026e+00,1.461623161108492241e+03,9.321740463606230653e-01,1.567972383285004298e+03,5.398643530616368397e-02,1.004429111710430478e+00,3.753621189613727538e-02,1.962189104111536700e-03,2.356839054222583784e-03,4.917807887609699016e-03,4.409712666838003226e-02,9.090401603253576157e-01,6.093472156364410411e-05,2.873034261767884432e-05,0.000000000000000000e+00
1.209697494351966120e+07,3.483684361101181821e+03,5.651745829155385259e+00,1.490819839410129816e+03,9.519999876429059427e-01,1.565987246597879675e+03,5.386643062236583235e-02,1.002196399043543185e+00,3.750910141112663576e-02,1.946572912377617396e-03,2.316070807789421225e-03,4.841429235926193037e-03,4.362850533588268076e-02,9.096709878937041527e-01,5.932924327595377159e-05,2.800315991739156724e-05,0.000000000000000000e+00
1.185612181213098392e+07,3.476024077176852188e+03,5.553407221418064310e+00,1.519383131262749430e+03,9.714688674078846287e-01,1.564005993642218755e+03,5.378970514198684605e-02,1.000768905161689704e+00,3.748219864843817944e-02,1.930986201148972899e-03,2.275724246426556480e-03,4.765605018263753372e-03,4.316174151696615391e-02,9.102986941982454949e-01,5.775841625737198042e-05,2.729175425357813992e-05,0.000000000000000000e+00
1.162006411358153075e+07,3.468374051629945370e+03,5.456782297292450679e+00,1.547348282095906598e+03,9.906017591161707658e-01,1.562028603175985836e+03,5.375282330584886525e-02,1.000082710755627602e+00,3.745550476231343517e-02,1.915429217020005875e-03,2.235799033417021440e-03,4.690340066304058905e-03,4.269685048492765506e-02,9.109232589457516571e-01,5.622165632011921977e-05,2.659583394611803199e-05,0.000000000000000000e+00
1.138870636986787617e+07,3.460734117762103324e+03,5.361841357452377110e+00,1.574747323157810797e+03,1.009417790007151261e+00,1.560055052275881280e+03,5.375280668156752484e-02,1.000082401457337289e+00,3.742902089679780997e-02,1.899902211600886957e-03,2.196294803142071622e-03,4.615639149626086200e-03,4.223384760293513729e-02,9.115446618371236820e-01,5.471838673945265751e-05,2.591511203485131437e-05,0.000000000000000000e+00
1.116195500397220068e+07,3.453104108972991980e+03,5.268555212703945223e+00,1.601609468867886108e+03,1.027934382152634774e+00,1.558085318163886541e+03,5.378706184516197225e-02,1.000719726062037518e+00,3.740274818525530370e-02,1.884405441637254349e-03,2.157211160632524233e-03,4.541506973589301902e-03,4.177274832343421535e-02,9.121628825710700328e-01,5.324803817292669546e-05,2.524930620830770790e-05,0.000000000000000000e+00
1.093971830201338604e+07,3.445483858767749552e+03,5.176895175310875175e+00,1.627961453080985848e+03,1.046167455597482476e+00,1.556119380669542807e+03,5.385332170897587367e-02,1.001952504921675313e+00,3.737668774986573073e-02,1.868939169129092909e-03,2.118547681111786467e-03,4.467948177187886123e-03,4.131356818742409204e-02,9.127779008479675049e-01,5.181004858048022865e-05,2.459813873342741602e-05,0.000000000000000000e+00
